2024-09-06 16:19:26,416 INFO    StreamThr :3408334 [internal.py:wandb_internal():85] W&B internal server running at pid: 3408334, started at: 2024-09-06 16:19:26.415364
2024-09-06 16:19:26,417 DEBUG   HandlerThread:3408334 [handler.py:handle_request():158] handle_request: status
2024-09-06 16:19:26,419 INFO    WriterThread:3408334 [datastore.py:open_for_write():87] open: /workspace/project/llm_evaluation/wandb/run-20240906_161926-mgq81lxb/run-mgq81lxb.wandb
2024-09-06 16:19:26,458 DEBUG   SenderThread:3408334 [sender.py:send():391] send: header
2024-09-06 16:19:26,458 DEBUG   SenderThread:3408334 [sender.py:send():391] send: run
2024-09-06 16:19:28,592 INFO    SenderThread:3408334 [dir_watcher.py:__init__():211] watching files in: /workspace/project/llm_evaluation/wandb/run-20240906_161926-mgq81lxb/files
2024-09-06 16:19:28,592 INFO    SenderThread:3408334 [sender.py:_start_run_threads():1200] run started: mgq81lxb with start time 1725610766.412437
2024-09-06 16:19:28,614 DEBUG   HandlerThread:3408334 [handler.py:handle_request():158] handle_request: run_start
2024-09-06 16:19:28,638 DEBUG   HandlerThread:3408334 [system_info.py:__init__():26] System info init
2024-09-06 16:19:28,639 DEBUG   HandlerThread:3408334 [system_info.py:__init__():41] System info init done
2024-09-06 16:19:28,639 INFO    HandlerThread:3408334 [system_monitor.py:start():194] Starting system monitor
2024-09-06 16:19:28,639 INFO    SystemMonitor:3408334 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-09-06 16:19:28,639 INFO    HandlerThread:3408334 [system_monitor.py:probe():214] Collecting system info
2024-09-06 16:19:28,640 INFO    SystemMonitor:3408334 [interfaces.py:start():188] Started cpu monitoring
2024-09-06 16:19:28,641 INFO    SystemMonitor:3408334 [interfaces.py:start():188] Started disk monitoring
2024-09-06 16:19:28,641 INFO    SystemMonitor:3408334 [interfaces.py:start():188] Started gpu monitoring
2024-09-06 16:19:28,643 INFO    SystemMonitor:3408334 [interfaces.py:start():188] Started memory monitoring
2024-09-06 16:19:28,644 INFO    SystemMonitor:3408334 [interfaces.py:start():188] Started network monitoring
2024-09-06 16:19:28,666 DEBUG   HandlerThread:3408334 [system_info.py:probe():152] Probing system
2024-09-06 16:19:28,671 DEBUG   HandlerThread:3408334 [system_info.py:_probe_git():137] Probing git
2024-09-06 16:19:28,682 DEBUG   HandlerThread:3408334 [system_info.py:_probe_git():145] Probing git done
2024-09-06 16:19:28,682 DEBUG   HandlerThread:3408334 [system_info.py:probe():200] Probing system done
2024-09-06 16:19:28,682 DEBUG   HandlerThread:3408334 [system_monitor.py:probe():223] {'os': 'Linux-6.5.0-41-generic-x86_64-with-glibc2.35', 'python': '3.12.4', 'heartbeatAt': '2024-09-06T08:19:28.666831', 'startedAt': '2024-09-06T08:19:26.399945', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/workspace/project/llm_evaluation/src/main.py', 'codePathLocal': 'src/main.py', 'codePath': 'src/main.py', 'git': {'remote': 'git@github.com:534602988/llm_evaluation.git', 'commit': '02e2f4e5f8642a80ec125ccee8776d5bac74f82a'}, 'email': 'hw_wang@whu.edu.cn', 'root': '/workspace/project/llm_evaluation', 'host': '4bb0fa82399e', 'username': 'root', 'executable': '/workspace/conda/envs/llama/bin/python', 'cpu_count': 16, 'cpu_count_logical': 32, 'cpu_freq': {'current': 1.76775, 'min': 1500.0, 'max': 2800.0}, 'cpu_freq_per_core': [{'current': 1.421, 'min': 1500.0, 'max': 2800.0}, {'current': 1.827, 'min': 1500.0, 'max': 2800.0}, {'current': 1.5, 'min': 1500.0, 'max': 2800.0}, {'current': 3.199, 'min': 1500.0, 'max': 2800.0}, {'current': 1.874, 'min': 1500.0, 'max': 2800.0}, {'current': 1.354, 'min': 1500.0, 'max': 2800.0}, {'current': 1.5, 'min': 1500.0, 'max': 2800.0}, {'current': 1.457, 'min': 1500.0, 'max': 2800.0}, {'current': 3.198, 'min': 1500.0, 'max': 2800.0}, {'current': 1.42, 'min': 1500.0, 'max': 2800.0}, {'current': 1.5, 'min': 1500.0, 'max': 2800.0}, {'current': 1.5, 'min': 1500.0, 'max': 2800.0}, {'current': 1.684, 'min': 1500.0, 'max': 2800.0}, {'current': 1.828, 'min': 1500.0, 'max': 2800.0}, {'current': 1.5, 'min': 1500.0, 'max': 2800.0}, {'current': 1.5, 'min': 1500.0, 'max': 2800.0}, {'current': 1.5, 'min': 1500.0, 'max': 2800.0}, {'current': 1.692, 'min': 1500.0, 'max': 2800.0}, {'current': 1.5, 'min': 1500.0, 'max': 2800.0}, {'current': 3.199, 'min': 1500.0, 'max': 2800.0}, {'current': 1.5, 'min': 1500.0, 'max': 2800.0}, {'current': 1.5, 'min': 1500.0, 'max': 2800.0}, {'current': 1.5, 'min': 1500.0, 'max': 2800.0}, {'current': 1.5, 'min': 1500.0, 'max': 2800.0}, {'current': 1.5, 'min': 1500.0, 'max': 2800.0}, {'current': 1.477, 'min': 1500.0, 'max': 2800.0}, {'current': 1.422, 'min': 1500.0, 'max': 2800.0}, {'current': 1.828, 'min': 1500.0, 'max': 2800.0}, {'current': 1.5, 'min': 1500.0, 'max': 2800.0}, {'current': 1.926, 'min': 1500.0, 'max': 2800.0}, {'current': 3.198, 'min': 1500.0, 'max': 2800.0}, {'current': 1.421, 'min': 1500.0, 'max': 2800.0}], 'disk': {'/': {'total': 878.620922088623, 'used': 414.71121978759766}}, 'gpu': 'NVIDIA GeForce RTX 4090', 'gpu_count': 2, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4090', 'memory_total': 25757220864}, {'name': 'NVIDIA GeForce RTX 4090', 'memory_total': 25757220864}], 'memory': {'total': 251.55084991455078}}
2024-09-06 16:19:28,682 INFO    HandlerThread:3408334 [system_monitor.py:probe():224] Finished collecting system info
2024-09-06 16:19:28,682 INFO    HandlerThread:3408334 [system_monitor.py:probe():227] Publishing system info
2024-09-06 16:19:28,683 DEBUG   HandlerThread:3408334 [system_info.py:_save_conda():209] Saving list of conda packages installed into the current environment
2024-09-06 16:19:29,594 INFO    Thread-12 :3408334 [dir_watcher.py:_on_file_created():271] file/dir created: /workspace/project/llm_evaluation/wandb/run-20240906_161926-mgq81lxb/files/conda-environment.yaml
2024-09-06 16:19:31,854 DEBUG   HandlerThread:3408334 [system_info.py:_save_conda():224] Saving conda packages done
2024-09-06 16:19:31,855 INFO    HandlerThread:3408334 [system_monitor.py:probe():229] Finished publishing system info
2024-09-06 16:19:31,858 DEBUG   HandlerThread:3408334 [handler.py:handle_request():158] handle_request: status_report
